SOURCE,TARGET,WEIGHT,KIND
8762,8762,1,FAMILY
8762,8775,1,FAMILY
8762,8775,1,FAMILY
10278,8044,1,FAMILY
10278,9977,1,FAMILY
10278,8184,1,FAMILY
10278,8538,1,FAMILY
8538,8184,1,FAMILY
8538,9977,1,FAMILY
8538,8044,1,FAMILY
8184,9977,1,FAMILY
8184,8044,1,FAMILY
9977,8044,1,FAMILY
8076,9186,1,FAMILY
8076,8032,1,FAMILY
8076,9639,1,FAMILY
9639,8032,1,FAMILY
9639,9186,1,FAMILY
8032,9186,1,FAMILY
8734,10579,1,FAMILY
8004,7881,1,FAMILY
8004,10029,1,FAMILY
8004,9132,1,FAMILY
8004,8780,1,FAMILY
8004,10903,1,FAMILY
8004,8850,1,FAMILY
8850,10903,1,FAMILY
8850,8780,1,FAMILY
8850,9132,1,FAMILY
8850,10029,1,FAMILY
8850,7881,1,FAMILY
10903,8780,1,FAMILY
10903,9132,1,FAMILY
10903,10029,1,FAMILY
10903,7881,1,FAMILY
8780,9132,1,FAMILY
8780,10029,1,FAMILY
8780,7881,1,FAMILY
9132,10029,1,FAMILY
9132,7881,1,FAMILY
10029,7881,1,FAMILY
10749,9980,1,FAMILY
10749,9168,1,FAMILY
9168,9980,1,FAMILY
9595,9347,1,FAMILY
10670,10459,1,FAMILY
10670,8100,1,FAMILY
10670,8950,1,FAMILY
10670,10992,1,FAMILY
10670,10224,1,FAMILY
10224,10992,1,FAMILY
10224,8950,1,FAMILY
10224,8100,1,FAMILY
10224,10459,1,FAMILY
10992,8950,1,FAMILY
10992,8100,1,FAMILY
10992,10459,1,FAMILY
8950,8100,1,FAMILY
8950,10459,1,FAMILY
8100,10459,1,FAMILY
10401,9863,1,FAMILY
10401,8870,1,FAMILY
8870,9863,1,FAMILY
10740,8273,1,FAMILY
10740,9432,1,FAMILY
10740,10429,1,FAMILY
10429,9432,1,FAMILY
10429,8273,1,FAMILY
9432,8273,1,FAMILY
10505,10015,1,FAMILY
10505,9976,1,FAMILY
10505,9133,1,FAMILY
9133,9976,1,FAMILY
9133,10015,1,FAMILY
9976,10015,1,FAMILY
10559,10213,1,FAMILY
9305,8013,1,FAMILY
9305,8789,1,FAMILY
9305,9860,1,FAMILY
9305,10348,1,FAMILY
9305,10525,1,FAMILY
9305,8443,1,FAMILY
8443,10525,1,FAMILY
8443,10348,1,FAMILY
8443,9860,1,FAMILY
8443,8789,1,FAMILY
8443,8013,1,FAMILY
10525,10348,1,FAMILY
10525,9860,1,FAMILY
10525,8789,1,FAMILY
10525,8013,1,FAMILY
10348,9860,1,FAMILY
10348,8789,1,FAMILY
10348,8013,1,FAMILY
9860,8789,1,FAMILY
9860,8013,1,FAMILY
8789,8013,1,FAMILY
9390,8197,1,FAMILY
10182,9922,1,FAMILY
10182,8572,1,FAMILY
10182,9578,1,FAMILY
10182,8416,1,FAMILY
8416,9578,1,FAMILY
8416,8572,1,FAMILY
8416,9922,1,FAMILY
9578,8572,1,FAMILY
9578,9922,1,FAMILY
8572,9922,1,FAMILY
9278,10660,1,FAMILY
9278,9271,1,FAMILY
9278,10317,1,FAMILY
9278,10548,1,FAMILY
9278,9744,1,FAMILY
9744,10548,1,FAMILY
9744,10317,1,FAMILY
9744,9271,1,FAMILY
9744,10660,1,FAMILY
10548,10317,1,FAMILY
10548,9271,1,FAMILY
10548,10660,1,FAMILY
10317,9271,1,FAMILY
10317,10660,1,FAMILY
9271,10660,1,FAMILY
10140,9484,1,FAMILY
10140,9746,1,FAMILY
9746,9484,1,FAMILY
8778,8051,1,FAMILY
8021,8282,1,FAMILY
8231,10754,1,FAMILY
9264,10818,1,FAMILY
9264,8054,1,FAMILY
9264,10871,1,FAMILY
10871,8054,1,FAMILY
10871,10818,1,FAMILY
8054,10818,1,FAMILY
8159,8914,1,FAMILY
8159,9805,1,FAMILY
9805,8914,1,FAMILY
8510,10931,1,FAMILY
8510,8623,1,FAMILY
8510,9959,1,FAMILY
8510,8000,1,FAMILY
8000,9959,1,FAMILY
8000,8623,1,FAMILY
8000,10931,1,FAMILY
9959,8623,1,FAMILY
9959,10931,1,FAMILY
8623,10931,1,FAMILY
10790,9089,1,FAMILY
10790,10320,1,FAMILY
10790,10475,1,FAMILY
10790,8783,1,FAMILY
10790,9309,1,FAMILY
9309,8783,1,FAMILY
9309,10475,1,FAMILY
9309,10320,1,FAMILY
9309,9089,1,FAMILY
8783,10475,1,FAMILY
8783,10320,1,FAMILY
8783,9089,1,FAMILY
10475,10320,1,FAMILY
10475,9089,1,FAMILY
10320,9089,1,FAMILY
9966,9150,1,FAMILY
9966,9504,1,FAMILY
9504,9150,1,FAMILY
10625,9441,1,FAMILY
10625,10128,1,FAMILY
10625,8052,1,FAMILY
8052,10128,1,FAMILY
8052,9441,1,FAMILY
10128,9441,1,FAMILY
10531,8647,1,FAMILY
10531,8709,1,FAMILY
8709,8647,1,FAMILY
10009,9692,1,FAMILY
10009,9400,1,FAMILY
10009,10488,1,FAMILY
10009,8448,1,FAMILY
10009,8941,1,FAMILY
10009,9314,1,FAMILY
9314,8941,1,FAMILY
9314,8448,1,FAMILY
9314,10488,1,FAMILY
9314,9400,1,FAMILY
9314,9692,1,FAMILY
8941,8448,1,FAMILY
8941,10488,1,FAMILY
8941,9400,1,FAMILY
8941,9692,1,FAMILY
8448,10488,1,FAMILY
8448,9400,1,FAMILY
8448,9692,1,FAMILY
10488,9400,1,FAMILY
10488,9692,1,FAMILY
9400,9692,1,FAMILY
9692,9692,1,FAMILY
9692,9400,1,FAMILY
9692,9692,1,FAMILY
9692,9400,1,FAMILY
9692,10488,1,FAMILY
9692,9400,1,FAMILY
9692,9692,1,FAMILY
9692,9400,1,FAMILY
9692,10488,1,FAMILY
9400,9692,1,FAMILY
9400,9400,1,FAMILY
9400,10488,1,FAMILY
9692,9400,1,FAMILY
9692,10488,1,FAMILY
9400,10488,1,FAMILY
10883,8324,1,FAMILY
10190,8234,1,FAMILY
10190,8554,1,FAMILY
8554,8234,1,FAMILY
8605,9202,1,FAMILY
8605,7915,1,FAMILY
8605,8794,1,FAMILY
8605,9713,1,FAMILY
9713,8794,1,FAMILY
9713,7915,1,FAMILY
9713,9202,1,FAMILY
8794,7915,1,FAMILY
8794,9202,1,FAMILY
7915,9202,1,FAMILY
9101,10415,1,FAMILY
9101,8571,1,FAMILY
9101,8092,1,FAMILY
9101,7908,1,FAMILY
9101,10591,1,FAMILY
10591,7908,1,FAMILY
10591,8092,1,FAMILY
10591,8571,1,FAMILY
10591,10415,1,FAMILY
7908,8092,1,FAMILY
7908,8571,1,FAMILY
7908,10415,1,FAMILY
8092,8571,1,FAMILY
8092,10415,1,FAMILY
8571,10415,1,FAMILY
10292,8901,1,FAMILY
10292,9063,1,FAMILY
10292,8613,1,FAMILY
10292,8931,1,FAMILY
10292,9582,1,FAMILY
10292,8878,1,FAMILY
8878,9582,1,FAMILY
8878,8931,1,FAMILY
8878,8613,1,FAMILY
8878,9063,1,FAMILY
8878,8901,1,FAMILY
9582,8931,1,FAMILY
9582,8613,1,FAMILY
9582,9063,1,FAMILY
9582,8901,1,FAMILY
8931,8613,1,FAMILY
8931,9063,1,FAMILY
8931,8901,1,FAMILY
8613,9063,1,FAMILY
8613,8901,1,FAMILY
9063,8901,1,FAMILY
8953,9804,1,FAMILY
8953,10047,1,FAMILY
10047,9804,1,FAMILY
9812,7882,1,FAMILY
9812,10624,1,FAMILY
9812,9474,1,FAMILY
9474,10624,1,FAMILY
9474,7882,1,FAMILY
10624,7882,1,FAMILY
10925,10817,1,FAMILY
10925,10227,1,FAMILY
10925,9543,1,FAMILY
10925,9813,1,FAMILY
9813,9543,1,FAMILY
9813,10227,1,FAMILY
9813,10817,1,FAMILY
9543,10227,1,FAMILY
9543,10817,1,FAMILY
10227,10817,1,FAMILY
10912,9645,1,FAMILY
10007,9143,1,FAMILY
10007,9963,1,FAMILY
10007,8271,1,FAMILY
8271,9963,1,FAMILY
8271,9143,1,FAMILY
9963,9143,1,FAMILY
8786,8672,1,FAMILY
10170,10458,1,FAMILY
10170,7870,1,FAMILY
7870,10458,1,FAMILY
8432,8169,1,FAMILY
8432,10156,1,FAMILY
8432,8658,1,FAMILY
8432,10307,1,FAMILY
10307,8658,1,FAMILY
10307,10156,1,FAMILY
10307,8169,1,FAMILY
8658,10156,1,FAMILY
8658,8169,1,FAMILY
10156,8169,1,FAMILY
8787,8984,1,FAMILY
8787,9426,1,FAMILY
8787,10918,1,FAMILY
8787,10306,1,FAMILY
10306,10918,1,FAMILY
10306,9426,1,FAMILY
10306,8984,1,FAMILY
10918,9426,1,FAMILY
10918,8984,1,FAMILY
9426,8984,1,FAMILY
8984,8984,1,FAMILY
8984,9426,1,FAMILY
8984,8984,1,FAMILY
8984,9426,1,FAMILY
8984,8984,1,FAMILY
9426,8984,1,FAMILY
10981,10198,1,FAMILY
10981,7900,1,FAMILY
10981,10720,1,FAMILY
10981,7965,1,FAMILY
10981,9999,1,FAMILY
10981,8767,1,FAMILY
8767,9999,1,FAMILY
8767,7965,1,FAMILY
8767,10720,1,FAMILY
8767,7900,1,FAMILY
8767,10198,1,FAMILY
9999,7965,1,FAMILY
9999,10720,1,FAMILY
9999,7900,1,FAMILY
9999,10198,1,FAMILY
7965,10720,1,FAMILY
7965,7900,1,FAMILY
7965,10198,1,FAMILY
10720,7900,1,FAMILY
10720,10198,1,FAMILY
7900,10198,1,FAMILY
8876,10466,1,FAMILY
8876,8773,1,FAMILY
8773,10466,1,FAMILY
9511,9292,1,FAMILY
9511,10368,1,FAMILY
10368,9292,1,FAMILY
9218,9728,1,FAMILY
9218,9209,1,FAMILY
9218,8503,1,FAMILY
9218,9662,1,FAMILY
9218,10674,1,FAMILY
10674,9662,1,FAMILY
10674,8503,1,FAMILY
10674,9209,1,FAMILY
10674,9728,1,FAMILY
9662,8503,1,FAMILY
9662,9209,1,FAMILY
9662,9728,1,FAMILY
8503,9209,1,FAMILY
8503,9728,1,FAMILY
9209,9728,1,FAMILY
9995,9434,1,FAMILY
9995,9006,1,FAMILY
9995,9540,1,FAMILY
9995,8484,1,FAMILY
9995,8622,1,FAMILY
9995,8682,1,FAMILY
8682,8622,1,FAMILY
8682,8484,1,FAMILY
8682,9540,1,FAMILY
8682,9006,1,FAMILY
8682,9434,1,FAMILY
8622,8484,1,FAMILY
8622,9540,1,FAMILY
8622,9006,1,FAMILY
8622,9434,1,FAMILY
8484,9540,1,FAMILY
8484,9006,1,FAMILY
8484,9434,1,FAMILY
9540,9006,1,FAMILY
9540,9434,1,FAMILY
9006,9434,1,FAMILY
8626,7939,1,FAMILY
9684,8427,1,FAMILY
9684,10072,1,FAMILY
9684,9033,1,FAMILY
9033,10072,1,FAMILY
9033,8427,1,FAMILY
10072,8427,1,FAMILY
10549,10602,1,FAMILY
10549,10129,1,FAMILY
10549,9902,1,FAMILY
10549,10361,1,FAMILY
10361,9902,1,FAMILY
10361,10129,1,FAMILY
10361,10602,1,FAMILY
9902,10129,1,FAMILY
9902,10602,1,FAMILY
10129,10602,1,FAMILY
10602,10602,1,FAMILY
10602,10129,1,FAMILY
10602,10602,1,FAMILY
10602,10129,1,FAMILY
10602,10602,1,FAMILY
10129,10602,1,FAMILY
8294,8776,1,FAMILY
8294,9035,1,FAMILY
8294,10544,1,FAMILY
10544,9035,1,FAMILY
10544,8776,1,FAMILY
9035,8776,1,FAMILY
8202,8151,1,FAMILY
8202,7955,1,FAMILY
7955,8151,1,FAMILY
8151,7955,1,FAMILY
9822,9579,1,FAMILY
9822,9817,1,FAMILY
9822,8737,1,FAMILY
8737,9817,1,FAMILY
8737,9579,1,FAMILY
9817,9579,1,FAMILY
9579,9579,1,FAMILY
9579,9817,1,FAMILY
9579,9817,1,FAMILY
10563,8749,1,FAMILY
10563,8304,1,FAMILY
10563,9044,1,FAMILY
9044,8304,1,FAMILY
9044,8749,1,FAMILY
8304,8749,1,FAMILY
8749,8749,1,FAMILY
8749,8304,1,FAMILY
8749,8304,1,FAMILY
9316,9719,1,FAMILY
9316,8454,1,FAMILY
9316,8822,1,FAMILY
9316,10445,1,FAMILY
9316,10241,1,FAMILY
10241,10445,1,FAMILY
10241,8822,1,FAMILY
10241,8454,1,FAMILY
10241,9719,1,FAMILY
10445,8822,1,FAMILY
10445,8454,1,FAMILY
10445,9719,1,FAMILY
8822,8454,1,FAMILY
8822,9719,1,FAMILY
8454,9719,1,FAMILY
7971,10775,1,FAMILY
7971,8924,1,FAMILY
7971,8755,1,FAMILY
7971,9239,1,FAMILY
9239,8755,1,FAMILY
9239,8924,1,FAMILY
9239,10775,1,FAMILY
8755,8924,1,FAMILY
8755,10775,1,FAMILY
8924,10775,1,FAMILY
8115,8659,1,FAMILY
8115,7929,1,FAMILY
8115,9280,1,FAMILY
9280,7929,1,FAMILY
9280,8659,1,FAMILY
7929,8659,1,FAMILY
8575,7892,1,FAMILY
8153,8277,1,FAMILY
8153,9384,1,FAMILY
8153,10832,1,FAMILY
8153,10751,1,FAMILY
8153,9203,1,FAMILY
8153,10745,1,FAMILY
10745,9203,1,FAMILY
10745,10751,1,FAMILY
10745,10832,1,FAMILY
10745,9384,1,FAMILY
10745,8277,1,FAMILY
9203,10751,1,FAMILY
9203,10832,1,FAMILY
9203,9384,1,FAMILY
9203,8277,1,FAMILY
10751,10832,1,FAMILY
10751,9384,1,FAMILY
10751,8277,1,FAMILY
10832,9384,1,FAMILY
10832,8277,1,FAMILY
9384,8277,1,FAMILY
7884,8624,1,FAMILY
7884,8675,1,FAMILY
7884,9717,1,FAMILY
9717,8675,1,FAMILY
9717,8624,1,FAMILY
8675,8624,1,FAMILY
10708,8569,1,FAMILY
9538,8079,1,FAMILY
9538,10287,1,FAMILY
10287,8079,1,FAMILY
10933,8426,1,FAMILY
10933,8269,1,FAMILY
10933,10966,1,FAMILY
10933,8880,1,FAMILY
8880,10966,1,FAMILY
8880,8269,1,FAMILY
8880,8426,1,FAMILY
10966,8269,1,FAMILY
10966,8426,1,FAMILY
8269,8426,1,FAMILY
9616,8805,1,FAMILY
8016,10384,1,FAMILY
8016,9106,1,FAMILY
8016,9422,1,FAMILY
9422,9106,1,FAMILY
9422,10384,1,FAMILY
9106,10384,1,FAMILY
8096,9412,1,FAMILY
8096,9984,1,FAMILY
8096,9801,1,FAMILY
8096,10684,1,FAMILY
8096,9393,1,FAMILY
8096,7970,1,FAMILY
8096,7917,1,FAMILY
7917,7970,1,FAMILY
7917,9393,1,FAMILY
7917,10684,1,FAMILY
7917,9801,1,FAMILY
7917,9984,1,FAMILY
7917,9412,1,FAMILY
7970,9393,1,FAMILY
7970,10684,1,FAMILY
7970,9801,1,FAMILY
7970,9984,1,FAMILY
7970,9412,1,FAMILY
9393,10684,1,FAMILY
9393,9801,1,FAMILY
9393,9984,1,FAMILY
9393,9412,1,FAMILY
10684,9801,1,FAMILY
10684,9984,1,FAMILY
10684,9412,1,FAMILY
9801,9984,1,FAMILY
9801,9412,1,FAMILY
9984,9412,1,FAMILY
8232,9725,1,FAMILY
8232,9032,1,FAMILY
9032,9725,1,FAMILY
10265,10954,1,FAMILY
10265,9612,1,FAMILY
10265,10532,1,FAMILY
10265,9339,1,FAMILY
9339,10532,1,FAMILY
9339,9612,1,FAMILY
9339,10954,1,FAMILY
10532,9612,1,FAMILY
10532,10954,1,FAMILY
9612,10954,1,FAMILY
9890,10725,1,FAMILY
10219,10927,1,FAMILY
10219,7896,1,FAMILY
10219,8817,1,FAMILY
10219,8390,1,FAMILY
10219,10722,1,FAMILY
10219,9200,1,FAMILY
9200,10722,1,FAMILY
9200,8390,1,FAMILY
9200,8817,1,FAMILY
9200,7896,1,FAMILY
9200,10927,1,FAMILY
10722,8390,1,FAMILY
10722,8817,1,FAMILY
10722,7896,1,FAMILY
10722,10927,1,FAMILY
8390,8817,1,FAMILY
8390,7896,1,FAMILY
8390,10927,1,FAMILY
8817,7896,1,FAMILY
8817,10927,1,FAMILY
7896,10927,1,FAMILY
8029,9136,1,FAMILY
8029,9884,1,FAMILY
8029,10025,1,FAMILY
8029,10776,1,FAMILY
8029,9614,1,FAMILY
9614,10776,1,FAMILY
9614,10025,1,FAMILY
9614,9884,1,FAMILY
9614,9136,1,FAMILY
10776,10025,1,FAMILY
10776,9884,1,FAMILY
10776,9136,1,FAMILY
10025,9884,1,FAMILY
10025,9136,1,FAMILY
9884,9136,1,FAMILY
9136,9136,1,FAMILY
9136,9884,1,FAMILY
9136,9136,1,FAMILY
9136,9884,1,FAMILY
9136,9884,1,FAMILY
9136,9136,1,FAMILY
9136,9884,1,FAMILY
9884,9136,1,FAMILY
9884,9884,1,FAMILY
9136,9884,1,FAMILY
9061,7883,1,FAMILY
8918,9770,1,FAMILY
8918,8174,1,FAMILY
8918,9170,1,FAMILY
9170,8174,1,FAMILY
9170,9770,1,FAMILY
8174,9770,1,FAMILY
9770,9770,1,FAMILY
9770,8174,1,FAMILY
9770,8174,1,FAMILY
10808,10176,1,FAMILY
10808,10628,1,FAMILY
10808,10893,1,FAMILY
10808,10169,1,FAMILY
10169,10893,1,FAMILY
10169,10628,1,FAMILY
10169,10176,1,FAMILY
10893,10628,1,FAMILY
10893,10176,1,FAMILY
10628,10176,1,FAMILY
10859,9125,1,FAMILY
10859,8355,1,FAMILY
8355,9125,1,FAMILY
9853,10379,1,FAMILY
9853,10185,1,FAMILY
9853,9011,1,FAMILY
9011,10185,1,FAMILY
9011,10379,1,FAMILY
10185,10379,1,FAMILY
10379,10379,1,FAMILY
10379,10185,1,FAMILY
10379,10185,1,FAMILY
10185,10185,1,FAMILY
10185,10379,1,FAMILY
10185,10379,1,FAMILY
9043,10218,1,FAMILY
10059,8604,1,FAMILY
10059,9267,1,FAMILY
10059,8323,1,FAMILY
10059,9832,1,FAMILY
9832,8323,1,FAMILY
9832,9267,1,FAMILY
9832,8604,1,FAMILY
8323,9267,1,FAMILY
8323,8604,1,FAMILY
9267,8604,1,FAMILY
9195,8593,1,FAMILY
9195,9340,1,FAMILY
9195,8906,1,FAMILY
9195,9917,1,FAMILY
9917,8906,1,FAMILY
9917,9340,1,FAMILY
9917,8593,1,FAMILY
8906,9340,1,FAMILY
8906,8593,1,FAMILY
9340,8593,1,FAMILY
10114,8019,1,FAMILY
10114,8821,1,FAMILY
10114,8209,1,FAMILY
8209,8821,1,FAMILY
8209,8019,1,FAMILY
8821,8019,1,FAMILY
8147,9790,1,FAMILY
8147,9373,1,FAMILY
8147,9913,1,FAMILY
8147,10240,1,FAMILY
8147,7967,1,FAMILY
8147,8992,1,FAMILY
8992,7967,1,FAMILY
8992,10240,1,FAMILY
8992,9913,1,FAMILY
8992,9373,1,FAMILY
8992,9790,1,FAMILY
7967,10240,1,FAMILY
7967,9913,1,FAMILY
7967,9373,1,FAMILY
7967,9790,1,FAMILY
