SOURCE,TARGET,KIND
5551,6783,FAMILY
7220,7198,FAMILY
7220,6783,FAMILY
7198,6783,FAMILY
6750,5558,FAMILY
6750,5511,FAMILY
5511,5558,FAMILY
5465,5138,FAMILY
5465,5799,FAMILY
5465,7749,FAMILY
5465,5399,FAMILY
5399,7749,FAMILY
5399,5799,FAMILY
5399,5138,FAMILY
7749,5799,FAMILY
7749,5138,FAMILY
5799,5138,FAMILY
7814,7835,FAMILY
7814,6152,FAMILY
7814,7738,FAMILY
7738,6152,FAMILY
7738,7835,FAMILY
6152,7835,FAMILY
6755,7360,FAMILY
6755,6882,FAMILY
6755,7308,FAMILY
6755,5721,FAMILY
6755,7051,FAMILY
6755,4964,FAMILY
4964,7051,FAMILY
4964,5721,FAMILY
4964,7308,FAMILY
4964,6882,FAMILY
4964,7360,FAMILY
7051,5721,FAMILY
7051,7308,FAMILY
7051,6882,FAMILY
7051,7360,FAMILY
5721,7308,FAMILY
5721,6882,FAMILY
5721,7360,FAMILY
7308,6882,FAMILY
7308,7360,FAMILY
6882,7360,FAMILY
5829,5646,FAMILY
5829,5207,FAMILY
5829,5023,FAMILY
5829,5229,FAMILY
5229,5023,FAMILY
5229,5207,FAMILY
5229,5646,FAMILY
5023,5207,FAMILY
5023,5646,FAMILY
5207,5646,FAMILY
6505,6397,FAMILY
7065,6669,FAMILY
7065,6534,FAMILY
6534,6669,FAMILY
5533,6138,FAMILY
5533,7677,FAMILY
5533,7169,FAMILY
7169,7677,FAMILY
7169,6138,FAMILY
7677,6138,FAMILY
4987,6328,FAMILY
7338,5011,FAMILY
7338,6557,FAMILY
7338,7006,FAMILY
7338,5725,FAMILY
5725,7006,FAMILY
5725,6557,FAMILY
5725,5011,FAMILY
7006,6557,FAMILY
7006,5011,FAMILY
6557,5011,FAMILY
6262,7109,FAMILY
7245,7041,FAMILY
5202,5476,FAMILY
5202,7490,FAMILY
5202,6162,FAMILY
5202,7843,FAMILY
5202,5140,FAMILY
5202,5770,FAMILY
5770,5140,FAMILY
5770,7843,FAMILY
5770,6162,FAMILY
5770,7490,FAMILY
5770,5476,FAMILY
5140,7843,FAMILY
5140,6162,FAMILY
5140,7490,FAMILY
5140,5476,FAMILY
7843,6162,FAMILY
7843,7490,FAMILY
7843,5476,FAMILY
6162,7490,FAMILY
6162,5476,FAMILY
7490,5476,FAMILY
6490,5214,FAMILY
6490,5926,FAMILY
5926,5214,FAMILY
7227,7353,FAMILY
7227,5305,FAMILY
7227,7163,FAMILY
7163,5305,FAMILY
7163,7353,FAMILY
5305,7353,FAMILY
5088,6643,FAMILY
5088,6093,FAMILY
5088,7002,FAMILY
5088,6903,FAMILY
5088,5604,FAMILY
5604,6903,FAMILY
5604,7002,FAMILY
5604,6093,FAMILY
5604,6643,FAMILY
6903,7002,FAMILY
6903,6093,FAMILY
6903,6643,FAMILY
7002,6093,FAMILY
7002,6643,FAMILY
6093,6643,FAMILY
5124,6319,FAMILY
5124,6318,FAMILY
5124,5744,FAMILY
5744,6318,FAMILY
5744,6319,FAMILY
6318,6319,FAMILY
6028,6456,FAMILY
6028,5975,FAMILY
6028,5342,FAMILY
6028,7076,FAMILY
7076,5342,FAMILY
7076,5975,FAMILY
7076,6456,FAMILY
5342,5975,FAMILY
5342,6456,FAMILY
5975,6456,FAMILY
5665,5357,FAMILY
5957,7673,FAMILY
5957,5970,FAMILY
5957,6619,FAMILY
6619,5970,FAMILY
6619,7673,FAMILY
5970,7673,FAMILY
5998,5554,FAMILY
5998,5723,FAMILY
5723,5554,FAMILY
6225,5807,FAMILY
6225,6070,FAMILY
6225,6850,FAMILY
6850,6070,FAMILY
6850,5807,FAMILY
6070,5807,FAMILY
5951,7144,FAMILY
5951,5152,FAMILY
5951,6175,FAMILY
5951,6628,FAMILY
5951,7693,FAMILY
7693,6628,FAMILY
7693,6175,FAMILY
7693,5152,FAMILY
7693,7144,FAMILY
6628,6175,FAMILY
6628,5152,FAMILY
6628,7144,FAMILY
6175,5152,FAMILY
6175,7144,FAMILY
5152,7144,FAMILY
7090,7047,FAMILY
7090,5055,FAMILY
7090,7759,FAMILY
7090,7314,FAMILY
7090,5248,FAMILY
7090,7411,FAMILY
7411,5248,FAMILY
7411,7314,FAMILY
7411,7759,FAMILY
7411,5055,FAMILY
7411,7047,FAMILY
5248,7314,FAMILY
5248,7759,FAMILY
5248,5055,FAMILY
5248,7047,FAMILY
7314,7759,FAMILY
7314,5055,FAMILY
7314,7047,FAMILY
7759,5055,FAMILY
7759,7047,FAMILY
5055,7047,FAMILY
7634,7137,FAMILY
7634,6026,FAMILY
6026,7137,FAMILY
6832,5510,FAMILY
6832,7620,FAMILY
6832,6765,FAMILY
6832,5106,FAMILY
5106,6765,FAMILY
5106,7620,FAMILY
5106,5510,FAMILY
6765,7620,FAMILY
6765,5510,FAMILY
7620,5510,FAMILY
6550,6279,FAMILY
6741,7661,FAMILY
6741,5069,FAMILY
6741,6760,FAMILY
6741,7106,FAMILY
6741,6382,FAMILY
6741,6591,FAMILY
6591,6382,FAMILY
6591,7106,FAMILY
6591,6760,FAMILY
6591,5069,FAMILY
6591,7661,FAMILY
6382,7106,FAMILY
6382,6760,FAMILY
6382,5069,FAMILY
6382,7661,FAMILY
7106,6760,FAMILY
7106,5069,FAMILY
7106,7661,FAMILY
6760,5069,FAMILY
6760,7661,FAMILY
5069,7661,FAMILY
6452,5436,FAMILY
6452,7690,FAMILY
6452,5016,FAMILY
6452,7523,FAMILY
7523,5016,FAMILY
7523,7690,FAMILY
7523,5436,FAMILY
5016,7690,FAMILY
5016,5436,FAMILY
7690,5436,FAMILY
5167,5742,FAMILY
5167,7177,FAMILY
7177,5742,FAMILY
5689,5855,FAMILY
5689,7126,FAMILY
5689,7302,FAMILY
7302,7126,FAMILY
7302,5855,FAMILY
7126,5855,FAMILY
5304,7543,FAMILY
5157,5518,FAMILY
5157,6677,FAMILY
5157,6325,FAMILY
5157,7269,FAMILY
7269,6325,FAMILY
7269,6677,FAMILY
7269,5518,FAMILY
6325,6677,FAMILY
6325,5518,FAMILY
6677,5518,FAMILY
7258,6622,FAMILY
7258,5896,FAMILY
5896,6622,FAMILY
5942,7401,FAMILY
5942,5154,FAMILY
5942,7705,FAMILY
5942,6126,FAMILY
5942,5592,FAMILY
5592,6126,FAMILY
5592,7705,FAMILY
5592,5154,FAMILY
5592,7401,FAMILY
6126,7705,FAMILY
6126,5154,FAMILY
6126,7401,FAMILY
7705,5154,FAMILY
7705,7401,FAMILY
5154,7401,FAMILY
5955,6357,FAMILY
5955,7682,FAMILY
5955,5995,FAMILY
5995,7682,FAMILY
5995,6357,FAMILY
7682,6357,FAMILY
6553,5593,FAMILY
6553,6688,FAMILY
6553,7421,FAMILY
6553,7277,FAMILY
7277,7421,FAMILY
7277,6688,FAMILY
7277,5593,FAMILY
7421,6688,FAMILY
7421,5593,FAMILY
6688,5593,FAMILY
6542,6498,FAMILY
6542,7420,FAMILY
7420,6498,FAMILY
6442,7486,FAMILY
6442,5556,FAMILY
6442,5419,FAMILY
6442,6593,FAMILY
6593,5419,FAMILY
6593,5556,FAMILY
6593,7486,FAMILY
5419,5556,FAMILY
5419,7486,FAMILY
5556,7486,FAMILY
7631,6268,FAMILY
7631,5790,FAMILY
7631,6844,FAMILY
6844,5790,FAMILY
6844,6268,FAMILY
5790,6268,FAMILY
5641,6132,FAMILY
5641,6969,FAMILY
6969,6132,FAMILY
6595,6803,FAMILY
6595,5668,FAMILY
6595,7552,FAMILY
7552,5668,FAMILY
7552,6803,FAMILY
5668,6803,FAMILY
7654,7058,FAMILY
7654,7829,FAMILY
7654,7643,FAMILY
7654,5950,FAMILY
5950,7643,FAMILY
5950,7829,FAMILY
5950,7058,FAMILY
7643,7829,FAMILY
7643,7058,FAMILY
7829,7058,FAMILY
7534,5199,FAMILY
7534,5307,FAMILY
7534,6685,FAMILY
7534,6851,FAMILY
6851,6685,FAMILY
6851,5307,FAMILY
6851,5199,FAMILY
6685,5307,FAMILY
6685,5199,FAMILY
5307,5199,FAMILY
5775,7418,FAMILY
5775,7481,FAMILY
5775,5722,FAMILY
5775,6504,FAMILY
5775,7533,FAMILY
5775,6326,FAMILY
6326,7533,FAMILY
6326,6504,FAMILY
6326,5722,FAMILY
6326,7481,FAMILY
6326,7418,FAMILY
7533,6504,FAMILY
7533,5722,FAMILY
7533,7481,FAMILY
7533,7418,FAMILY
6504,5722,FAMILY
6504,7481,FAMILY
6504,7418,FAMILY
5722,7481,FAMILY
5722,7418,FAMILY
7481,7418,FAMILY
5532,6552,FAMILY
5243,7035,FAMILY
4952,5172,FAMILY
4952,7426,FAMILY
4952,5234,FAMILY
4952,7644,FAMILY
7644,5234,FAMILY
7644,7426,FAMILY
7644,5172,FAMILY
5234,7426,FAMILY
5234,5172,FAMILY
7426,5172,FAMILY
6530,5123,FAMILY
7239,4991,FAMILY
7255,6275,FAMILY
7255,5231,FAMILY
7255,6288,FAMILY
7255,7736,FAMILY
7255,7651,FAMILY
7651,7736,FAMILY
7651,6288,FAMILY
7651,5231,FAMILY
7651,6275,FAMILY
7736,6288,FAMILY
7736,5231,FAMILY
7736,6275,FAMILY
6288,5231,FAMILY
6288,6275,FAMILY
5231,6275,FAMILY
5872,5704,FAMILY
5872,6574,FAMILY
5872,5301,FAMILY
5872,7024,FAMILY
7024,5301,FAMILY
7024,6574,FAMILY
7024,5704,FAMILY
5301,6574,FAMILY
5301,5704,FAMILY
6574,5704,FAMILY
6131,7585,FAMILY
6131,6502,FAMILY
6502,7585,FAMILY
5583,5805,FAMILY
5583,6254,FAMILY
5583,7719,FAMILY
5583,7016,FAMILY
5583,6083,FAMILY
5583,5256,FAMILY
5256,6083,FAMILY
5256,7016,FAMILY
5256,7719,FAMILY
5256,6254,FAMILY
5256,5805,FAMILY
6083,7016,FAMILY
6083,7719,FAMILY
6083,6254,FAMILY
6083,5805,FAMILY
7016,7719,FAMILY
7016,6254,FAMILY
7016,5805,FAMILY
7719,6254,FAMILY
7719,5805,FAMILY
6254,5805,FAMILY
7189,7188,FAMILY
7189,5651,FAMILY
7189,7414,FAMILY
7189,5740,FAMILY
7189,6392,FAMILY
6392,5740,FAMILY
6392,7414,FAMILY
6392,5651,FAMILY
6392,7188,FAMILY
5740,7414,FAMILY
5740,5651,FAMILY
5740,7188,FAMILY
7414,5651,FAMILY
7414,7188,FAMILY
5651,7188,FAMILY
7207,5293,FAMILY
7207,6934,FAMILY
7207,6937,FAMILY
6937,6934,FAMILY
6937,5293,FAMILY
6934,5293,FAMILY
7218,5317,FAMILY
7218,5512,FAMILY
7218,4954,FAMILY
7218,5987,FAMILY
5987,4954,FAMILY
5987,5512,FAMILY
5987,5317,FAMILY
4954,5512,FAMILY
4954,5317,FAMILY
5512,5317,FAMILY
4959,6564,FAMILY
4959,5170,FAMILY
4959,5958,FAMILY
4959,6243,FAMILY
4959,6408,FAMILY
4959,5401,FAMILY
5401,6408,FAMILY
5401,6243,FAMILY
5401,5958,FAMILY
5401,5170,FAMILY
5401,6564,FAMILY
6408,6243,FAMILY
6408,5958,FAMILY
6408,5170,FAMILY
6408,6564,FAMILY
6243,5958,FAMILY
6243,5170,FAMILY
6243,6564,FAMILY
5958,5170,FAMILY
5958,6564,FAMILY
5170,6564,FAMILY
7444,5254,FAMILY
7444,4944,FAMILY
7444,5012,FAMILY
5012,4944,FAMILY
5012,5254,FAMILY
4944,5254,FAMILY
7151,6075,FAMILY
7151,7241,FAMILY
7151,7209,FAMILY
7151,6489,FAMILY
7151,6139,FAMILY
6139,6489,FAMILY
6139,7209,FAMILY
6139,7241,FAMILY
6139,6075,FAMILY
6489,7209,FAMILY
6489,7241,FAMILY
6489,6075,FAMILY
7209,7241,FAMILY
7209,6075,FAMILY
7241,6075,FAMILY
7540,7471,FAMILY
7540,6917,FAMILY
7540,6405,FAMILY
6405,6917,FAMILY
6405,7471,FAMILY
6917,7471,FAMILY
6041,6437,FAMILY
7679,7388,FAMILY
7679,5827,FAMILY
5827,7388,FAMILY
6402,6698,FAMILY
6402,5901,FAMILY
6402,6230,FAMILY
6402,5864,FAMILY
5864,6230,FAMILY
5864,5901,FAMILY
5864,6698,FAMILY
6230,5901,FAMILY
6230,6698,FAMILY
5901,6698,FAMILY
5074,5779,FAMILY
5661,5562,FAMILY
5661,5684,FAMILY
5661,6687,FAMILY
6687,5684,FAMILY
6687,5562,FAMILY
5684,5562,FAMILY
6540,6403,FAMILY
6540,6960,FAMILY
6960,6403,FAMILY
7438,5683,FAMILY
5754,6009,FAMILY
5754,6653,FAMILY
5754,5330,FAMILY
5754,4993,FAMILY
5754,6077,FAMILY
5754,6267,FAMILY
6267,6077,FAMILY
6267,4993,FAMILY
6267,5330,FAMILY
6267,6653,FAMILY
6267,6009,FAMILY
6077,4993,FAMILY
6077,5330,FAMILY
6077,6653,FAMILY
6077,6009,FAMILY
4993,5330,FAMILY
4993,6653,FAMILY
4993,6009,FAMILY
5330,6653,FAMILY
5330,6009,FAMILY
6653,6009,FAMILY
7080,7513,FAMILY
7080,7568,FAMILY
7080,7583,FAMILY
7080,7758,FAMILY
7758,7583,FAMILY
7758,7568,FAMILY
7758,7513,FAMILY
7583,7568,FAMILY
7583,7513,FAMILY
7568,7513,FAMILY
5610,6828,FAMILY
6235,6377,FAMILY
6235,7064,FAMILY
6235,7697,FAMILY
7697,7064,FAMILY
7697,6377,FAMILY
7064,6377,FAMILY
6962,5720,FAMILY
6962,7519,FAMILY
7519,5720,FAMILY
6368,7249,FAMILY
6368,7280,FAMILY
6368,6373,FAMILY
6368,5885,FAMILY
6368,5898,FAMILY
5898,5885,FAMILY
5898,6373,FAMILY
5898,7280,FAMILY
5898,7249,FAMILY
5885,6373,FAMILY
5885,7280,FAMILY
5885,7249,FAMILY
6373,7280,FAMILY
6373,7249,FAMILY
7280,7249,FAMILY
6708,7842,FAMILY
5391,7382,FAMILY
5391,7467,FAMILY
7467,7382,FAMILY
5572,5608,FAMILY
5572,5077,FAMILY
5572,6624,FAMILY
5572,7304,FAMILY
5572,6964,FAMILY
5572,7791,FAMILY
7791,6964,FAMILY
7791,7304,FAMILY
7791,6624,FAMILY
7791,5077,FAMILY
7791,5608,FAMILY
6964,7304,FAMILY
6964,6624,FAMILY
6964,5077,FAMILY
6964,5608,FAMILY
7304,6624,FAMILY
7304,5077,FAMILY
7304,5608,FAMILY
6624,5077,FAMILY
6624,5608,FAMILY
5077,5608,FAMILY
6694,7415,FAMILY
6694,6892,FAMILY
6694,5712,FAMILY
5712,6892,FAMILY
5712,7415,FAMILY
6892,7415,FAMILY
6979,5836,FAMILY
6979,7589,FAMILY
6979,7542,FAMILY
6979,6859,FAMILY
6859,7542,FAMILY
6859,7589,FAMILY
6859,5836,FAMILY
7542,7589,FAMILY
7542,5836,FAMILY
7589,5836,FAMILY
7794,7284,FAMILY
5341,6089,FAMILY
5463,7234,FAMILY
5463,6086,FAMILY
5463,7544,FAMILY
5463,5402,FAMILY
5402,7544,FAMILY
5402,6086,FAMILY
5402,7234,FAMILY
7544,6086,FAMILY
7544,7234,FAMILY
6086,7234,FAMILY
5840,5085,FAMILY
5097,5162,FAMILY
5097,5306,FAMILY
5306,5162,FAMILY
5748,5513,FAMILY
5748,7273,FAMILY
5748,6671,FAMILY
5748,6172,FAMILY
5748,7089,FAMILY
5748,6777,FAMILY
5748,5850,FAMILY
5850,6777,FAMILY
5850,7089,FAMILY
5850,6172,FAMILY
5850,6671,FAMILY
5850,7273,FAMILY
5850,5513,FAMILY
6777,7089,FAMILY
6777,6172,FAMILY
6777,6671,FAMILY
6777,7273,FAMILY
6777,5513,FAMILY
7089,6172,FAMILY
7089,6671,FAMILY
7089,7273,FAMILY
7089,5513,FAMILY
6172,6671,FAMILY
6172,7273,FAMILY
6172,5513,FAMILY
6671,7273,FAMILY
6671,5513,FAMILY
7273,5513,FAMILY
7512,5993,FAMILY
7512,5143,FAMILY
5143,5993,FAMILY
4958,7773,FAMILY
4958,5733,FAMILY
4958,7075,FAMILY
4958,5052,FAMILY
4958,6923,FAMILY
4958,6177,FAMILY
6177,6923,FAMILY
6177,5052,FAMILY
6177,7075,FAMILY
6177,5733,FAMILY
6177,7773,FAMILY
6923,5052,FAMILY
6923,7075,FAMILY
6923,5733,FAMILY
6923,7773,FAMILY
5052,7075,FAMILY
5052,5733,FAMILY
5052,7773,FAMILY
7075,5733,FAMILY
7075,7773,FAMILY
5733,7773,FAMILY
7730,7381,FAMILY
7730,7222,FAMILY
7730,7596,FAMILY
7730,6348,FAMILY
6348,7596,FAMILY
6348,7222,FAMILY
6348,7381,FAMILY
7596,7222,FAMILY
7596,7381,FAMILY
7222,7381,FAMILY
7660,6976,FAMILY
7660,4967,FAMILY
4967,6976,FAMILY
7099,7516,FAMILY
7099,7384,FAMILY
7099,7798,FAMILY
7099,6080,FAMILY
6080,7798,FAMILY
6080,7384,FAMILY
6080,7516,FAMILY
7798,7384,FAMILY
7798,7516,FAMILY
7384,7516,FAMILY
7521,6784,FAMILY
7521,5395,FAMILY
5395,6784,FAMILY
6232,7217,FAMILY
6232,5561,FAMILY
6232,6659,FAMILY
6232,5206,FAMILY
6232,7840,FAMILY
7840,5206,FAMILY
7840,6659,FAMILY
7840,5561,FAMILY
7840,7217,FAMILY
5206,6659,FAMILY
5206,5561,FAMILY
5206,7217,FAMILY
6659,5561,FAMILY
6659,7217,FAMILY
5561,7217,FAMILY
6147,5918,FAMILY
7380,6185,FAMILY
7380,6733,FAMILY
7380,5902,FAMILY
5902,6733,FAMILY
5902,6185,FAMILY
6733,6185,FAMILY
7057,7742,FAMILY
7057,5858,FAMILY
7057,6248,FAMILY
7057,6306,FAMILY
6306,6248,FAMILY
6306,5858,FAMILY
6306,7742,FAMILY
6248,5858,FAMILY
6248,7742,FAMILY
5858,7742,FAMILY
7291,6142,FAMILY
7291,5194,FAMILY
7291,6640,FAMILY
6640,5194,FAMILY
6640,6142,FAMILY
5194,6142,FAMILY
7341,7522,FAMILY
7341,5607,FAMILY
5607,7522,FAMILY
5920,5048,FAMILY
5920,6457,FAMILY
5920,7653,FAMILY
5920,5730,FAMILY
5920,5933,FAMILY
5920,5751,FAMILY
5751,5933,FAMILY
5751,5730,FAMILY
5751,7653,FAMILY
5751,6457,FAMILY
5751,5048,FAMILY
5933,5730,FAMILY
5933,7653,FAMILY
5933,6457,FAMILY
5933,5048,FAMILY
5730,7653,FAMILY
5730,6457,FAMILY
5730,5048,FAMILY
7653,6457,FAMILY
7653,5048,FAMILY
6457,5048,FAMILY
5667,5635,FAMILY
5667,5219,FAMILY
5667,5494,FAMILY
5494,5219,FAMILY
5494,5635,FAMILY
5219,5635,FAMILY
5212,5502,FAMILY
5212,6389,FAMILY
