SOURCE,TARGET,KIND
1832,847,FAMILY
1832,747,FAMILY
2823,644,FAMILY
2823,1037,FAMILY
2823,1897,FAMILY
2823,847,FAMILY
2823,747,FAMILY
644,1037,FAMILY
644,1897,FAMILY
644,847,FAMILY
644,747,FAMILY
1037,1897,FAMILY
1037,847,FAMILY
1037,747,FAMILY
1897,847,FAMILY
1897,747,FAMILY
847,747,FAMILY
469,2141,FAMILY
469,1383,FAMILY
469,2273,FAMILY
469,961,FAMILY
469,1355,FAMILY
1355,961,FAMILY
1355,2273,FAMILY
1355,1383,FAMILY
1355,2141,FAMILY
961,2273,FAMILY
961,1383,FAMILY
961,2141,FAMILY
2273,1383,FAMILY
2273,2141,FAMILY
1383,2141,FAMILY
521,26,FAMILY
521,1523,FAMILY
521,1551,FAMILY
1551,1523,FAMILY
1551,26,FAMILY
1523,26,FAMILY
241,1586,FAMILY
241,1566,FAMILY
1566,1586,FAMILY
1593,1902,FAMILY
1593,298,FAMILY
1593,1664,FAMILY
1593,1548,FAMILY
1548,1664,FAMILY
1548,298,FAMILY
1548,1902,FAMILY
1664,298,FAMILY
1664,1902,FAMILY
298,1902,FAMILY
2187,2352,FAMILY
2187,712,FAMILY
2187,1216,FAMILY
2187,1038,FAMILY
2187,1943,FAMILY
2187,786,FAMILY
786,1943,FAMILY
786,1038,FAMILY
786,1216,FAMILY
786,712,FAMILY
786,2352,FAMILY
1943,1038,FAMILY
1943,1216,FAMILY
1943,712,FAMILY
1943,2352,FAMILY
1038,1216,FAMILY
1038,712,FAMILY
1038,2352,FAMILY
1216,712,FAMILY
1216,2352,FAMILY
712,2352,FAMILY
968,1444,FAMILY
2815,1520,FAMILY
2815,2183,FAMILY
2183,1520,FAMILY
2744,2175,FAMILY
2744,1704,FAMILY
1704,2175,FAMILY
389,1953,FAMILY
389,340,FAMILY
389,975,FAMILY
975,340,FAMILY
975,1953,FAMILY
340,1953,FAMILY
879,1162,FAMILY
1940,1028,FAMILY
1940,2645,FAMILY
1940,1065,FAMILY
1940,315,FAMILY
315,1065,FAMILY
315,2645,FAMILY
315,1028,FAMILY
1065,2645,FAMILY
1065,1028,FAMILY
2645,1028,FAMILY
791,166,FAMILY
791,1198,FAMILY
1198,166,FAMILY
609,274,FAMILY
609,238,FAMILY
609,257,FAMILY
609,1003,FAMILY
609,1767,FAMILY
1767,1003,FAMILY
1767,257,FAMILY
1767,238,FAMILY
1767,274,FAMILY
1003,257,FAMILY
1003,238,FAMILY
1003,274,FAMILY
257,238,FAMILY
257,274,FAMILY
238,274,FAMILY
1773,2766,FAMILY
1773,157,FAMILY
1773,2784,FAMILY
2784,157,FAMILY
2784,2766,FAMILY
157,2766,FAMILY
1414,2376,FAMILY
2139,1918,FAMILY
2139,956,FAMILY
2139,2223,FAMILY
2139,2019,FAMILY
2019,2223,FAMILY
2019,956,FAMILY
2019,1918,FAMILY
2223,956,FAMILY
2223,1918,FAMILY
956,1918,FAMILY
1120,1336,FAMILY
1120,914,FAMILY
914,1336,FAMILY
58,1717,FAMILY
58,728,FAMILY
58,1915,FAMILY
58,2702,FAMILY
58,1115,FAMILY
58,390,FAMILY
390,1115,FAMILY
390,2702,FAMILY
390,1915,FAMILY
390,728,FAMILY
390,1717,FAMILY
1115,2702,FAMILY
1115,1915,FAMILY
1115,728,FAMILY
1115,1717,FAMILY
2702,1915,FAMILY
2702,728,FAMILY
2702,1717,FAMILY
1915,728,FAMILY
1915,1717,FAMILY
728,1717,FAMILY
2714,385,FAMILY
2714,539,FAMILY
2714,1925,FAMILY
1925,539,FAMILY
1925,385,FAMILY
539,385,FAMILY
2282,2387,FAMILY
2282,2067,FAMILY
2282,2677,FAMILY
2677,2067,FAMILY
2677,2387,FAMILY
2067,2387,FAMILY
1587,555,FAMILY
1587,478,FAMILY
1587,2338,FAMILY
1587,1170,FAMILY
1587,1622,FAMILY
1622,1170,FAMILY
1622,2338,FAMILY
1622,478,FAMILY
1622,555,FAMILY
1170,2338,FAMILY
1170,478,FAMILY
1170,555,FAMILY
2338,478,FAMILY
2338,555,FAMILY
478,555,FAMILY
2550,1651,FAMILY
2550,2224,FAMILY
2550,2592,FAMILY
2550,634,FAMILY
634,2592,FAMILY
634,2224,FAMILY
634,1651,FAMILY
2592,2224,FAMILY
2592,1651,FAMILY
2224,1651,FAMILY
699,2096,FAMILY
2434,959,FAMILY
2434,1190,FAMILY
2434,487,FAMILY
2434,562,FAMILY
562,487,FAMILY
562,1190,FAMILY
562,959,FAMILY
487,1190,FAMILY
487,959,FAMILY
1190,959,FAMILY
118,162,FAMILY
118,1429,FAMILY
118,896,FAMILY
118,2098,FAMILY
118,826,FAMILY
118,143,FAMILY
143,826,FAMILY
143,2098,FAMILY
143,896,FAMILY
143,1429,FAMILY
143,162,FAMILY
826,2098,FAMILY
826,896,FAMILY
826,1429,FAMILY
826,162,FAMILY
2098,896,FAMILY
2098,1429,FAMILY
2098,162,FAMILY
896,1429,FAMILY
896,162,FAMILY
1429,162,FAMILY
1315,278,FAMILY
1102,357,FAMILY
1102,2228,FAMILY
2228,357,FAMILY
1071,681,FAMILY
1071,940,FAMILY
1071,293,FAMILY
293,940,FAMILY
293,681,FAMILY
940,681,FAMILY
1659,2733,FAMILY
179,2242,FAMILY
179,1765,FAMILY
179,2243,FAMILY
179,1422,FAMILY
179,988,FAMILY
988,1422,FAMILY
988,2243,FAMILY
988,1765,FAMILY
988,2242,FAMILY
1422,2243,FAMILY
1422,1765,FAMILY
1422,2242,FAMILY
2243,1765,FAMILY
2243,2242,FAMILY
1765,2242,FAMILY
925,461,FAMILY
925,2632,FAMILY
925,2455,FAMILY
925,545,FAMILY
925,866,FAMILY
925,2533,FAMILY
2533,866,FAMILY
2533,545,FAMILY
2533,2455,FAMILY
2533,2632,FAMILY
2533,461,FAMILY
866,545,FAMILY
866,2455,FAMILY
866,2632,FAMILY
866,461,FAMILY
545,2455,FAMILY
545,2632,FAMILY
545,461,FAMILY
2455,2632,FAMILY
2455,461,FAMILY
2632,461,FAMILY
1044,789,FAMILY
1044,2705,FAMILY
1044,594,FAMILY
594,2705,FAMILY
594,789,FAMILY
2705,789,FAMILY
2830,2343,FAMILY
2830,815,FAMILY
815,2343,FAMILY
1611,1280,FAMILY
1611,863,FAMILY
1611,1850,FAMILY
1611,1790,FAMILY
1611,2527,FAMILY
2527,1790,FAMILY
2527,1850,FAMILY
2527,863,FAMILY
2527,1280,FAMILY
1790,1850,FAMILY
1790,863,FAMILY
1790,1280,FAMILY
1850,863,FAMILY
1850,1280,FAMILY
863,1280,FAMILY
2581,1746,FAMILY
2581,1314,FAMILY
2581,171,FAMILY
171,1314,FAMILY
171,1746,FAMILY
1314,1746,FAMILY
2189,1574,FAMILY
2189,713,FAMILY
2189,2272,FAMILY
2189,72,FAMILY
72,2272,FAMILY
72,713,FAMILY
72,1574,FAMILY
2272,713,FAMILY
2272,1574,FAMILY
713,1574,FAMILY
587,2627,FAMILY
587,2495,FAMILY
587,1921,FAMILY
587,862,FAMILY
587,369,FAMILY
587,81,FAMILY
81,369,FAMILY
81,862,FAMILY
81,1921,FAMILY
81,2495,FAMILY
81,2627,FAMILY
369,862,FAMILY
369,1921,FAMILY
369,2495,FAMILY
