SOURCE,TARGET,WEIGHT,KIND
4782,3614,1,FAMILY
3387,2928,1,FAMILY
2928,2942,1,FAMILY
2942,3816,1,FAMILY
3816,3075,1,FAMILY
3075,4007,1,FAMILY
4007,4612,1,FAMILY
3589,4880,1,FAMILY
4880,4546,1,FAMILY
4546,3538,1,FAMILY
3538,3768,1,FAMILY
3947,4597,1,FAMILY
3433,4127,1,FAMILY
4127,3499,1,FAMILY
3499,3648,1,FAMILY
4416,4573,1,FAMILY
4573,3918,1,FAMILY
3918,3972,1,FAMILY
3972,3442,1,FAMILY
4038,4430,1,FAMILY
4430,3607,1,FAMILY
3607,4574,1,FAMILY
4574,3866,1,FAMILY
3093,3195,1,FAMILY
4445,4765,1,FAMILY
4765,4170,1,FAMILY
4170,4569,1,FAMILY
4780,3066,1,FAMILY
3066,2936,1,FAMILY
2936,4222,1,FAMILY
4222,3934,1,FAMILY
3934,2985,1,FAMILY
2985,4327,1,FAMILY
4475,4752,1,FAMILY
4752,4271,1,FAMILY
4228,3052,1,FAMILY
3052,4823,1,FAMILY
4823,4595,1,FAMILY
4595,3895,1,FAMILY
3895,3272,1,FAMILY
3263,4023,1,FAMILY
4023,4885,1,FAMILY
4885,3621,1,FAMILY
4335,4937,1,FAMILY
4937,4630,1,FAMILY
4630,4672,1,FAMILY
4672,2986,1,FAMILY
4340,3380,1,FAMILY
3380,2931,1,FAMILY
2931,3825,1,FAMILY
2893,3991,1,FAMILY
4385,3508,1,FAMILY
3508,4015,1,FAMILY
4576,3395,1,FAMILY
3395,4370,1,FAMILY
4370,4915,1,FAMILY
3233,3244,1,FAMILY
4272,3471,1,FAMILY
3471,4277,1,FAMILY
4277,2924,1,FAMILY
2924,3391,1,FAMILY
3365,3854,1,FAMILY
3854,4207,1,FAMILY
4207,4862,1,FAMILY
4862,3436,1,FAMILY
3436,3982,1,FAMILY
3982,3639,1,FAMILY
4032,3029,1,FAMILY
3029,3238,1,FAMILY
3238,2930,1,FAMILY
2930,4923,1,FAMILY
4923,4199,1,FAMILY
3507,3331,1,FAMILY
3331,4561,1,FAMILY
4561,3518,1,FAMILY
3311,3872,1,FAMILY
3872,4312,1,FAMILY
4312,4366,1,FAMILY
4366,3177,1,FAMILY
3870,3467,1,FAMILY
4650,3943,1,FAMILY
3943,2908,1,FAMILY
2908,4415,1,FAMILY
4415,3505,1,FAMILY
3505,3074,1,FAMILY
3074,3963,1,FAMILY
3148,4564,1,FAMILY
4564,4587,1,FAMILY
4587,4910,1,FAMILY
4899,3697,1,FAMILY
3697,2871,1,FAMILY
3805,4054,1,FAMILY
4054,4056,1,FAMILY
4056,4417,1,FAMILY
4417,2990,1,FAMILY
2957,4856,1,FAMILY
4856,2922,1,FAMILY
3529,2955,1,FAMILY
3324,2885,1,FAMILY
2885,4210,1,FAMILY
4210,3775,1,FAMILY
3230,2997,1,FAMILY
2997,3938,1,FAMILY
3938,3298,1,FAMILY
3298,3862,1,FAMILY
3862,4283,1,FAMILY
4055,4879,1,FAMILY
3080,3088,1,FAMILY
3088,4050,1,FAMILY
4050,3698,1,FAMILY
3698,4384,1,FAMILY
3651,3460,1,FAMILY
4135,4135,1,FAMILY
4135,3071,1,FAMILY
4448,3951,1,FAMILY
4292,4419,1,FAMILY
4419,4130,1,FAMILY
4091,4869,1,FAMILY
4869,3469,1,FAMILY
3469,3675,1,FAMILY
3675,4115,1,FAMILY
4115,3452,1,FAMILY
3452,4831,1,FAMILY
4296,3421,1,FAMILY
3421,3722,1,FAMILY
3722,4820,1,FAMILY
4820,4166,1,FAMILY
3474,3040,1,FAMILY
3040,3122,1,FAMILY
3122,3580,1,FAMILY
3580,4812,1,FAMILY
4812,3106,1,FAMILY
3106,3707,1,FAMILY
3707,3851,1,FAMILY
3389,4645,1,FAMILY
4645,3774,1,FAMILY
3774,2889,1,FAMILY
2889,3044,1,FAMILY
3044,3405,1,FAMILY
3138,2853,1,FAMILY
3520,4341,1,FAMILY
4341,3682,1,FAMILY
3682,3936,1,FAMILY
4793,4607,1,FAMILY
4607,4577,1,FAMILY
3894,4532,1,FAMILY
4532,4596,1,FAMILY
4596,4088,1,FAMILY
4088,4282,1,FAMILY
4167,3633,1,FAMILY
3633,3935,1,FAMILY
3955,4498,1,FAMILY
3076,4917,1,FAMILY
4917,3708,1,FAMILY
3708,3670,1,FAMILY
3556,3608,1,FAMILY
3608,3250,1,FAMILY
3250,4274,1,FAMILY
4274,3212,1,FAMILY
3212,3061,1,FAMILY
3061,4843,1,FAMILY
4790,3420,1,FAMILY
3420,3243,1,FAMILY
3243,4816,1,FAMILY
4309,3997,1,FAMILY
3997,3063,1,FAMILY
3063,4666,1,FAMILY
4666,4186,1,FAMILY
4186,3255,1,FAMILY
4682,3835,1,FAMILY
3676,2859,1,FAMILY
2859,3141,1,FAMILY
3141,4572,1,FAMILY
3369,3617,1,FAMILY
3617,4837,1,FAMILY
3459,4001,1,FAMILY
4001,3459,1,FAMILY
4137,4913,1,FAMILY
4913,4689,1,FAMILY
4689,4512,1,FAMILY
4512,3193,1,FAMILY
3193,4121,1,FAMILY
4121,4233,1,FAMILY
4140,3211,1,FAMILY
3211,2989,1,FAMILY
2989,4634,1,FAMILY
4463,3506,1,FAMILY
3506,4395,1,FAMILY
4431,3678,1,FAMILY
4223,3672,1,FAMILY
4918,4918,1,FAMILY
4918,4602,1,FAMILY
3403,4594,1,FAMILY
4594,3273,1,FAMILY
3658,4466,1,FAMILY
4064,3217,1,FAMILY
3217,4363,1,FAMILY
4363,2975,1,FAMILY
2975,3888,1,FAMILY
4350,3183,1,FAMILY
3732,3732,1,FAMILY
3732,4639,1,FAMILY
3583,3388,1,FAMILY
3388,3363,1,FAMILY
3363,4904,1,FAMILY
4904,4049,1,FAMILY
4049,4205,1,FAMILY
4205,4075,1,FAMILY
4117,4670,1,FAMILY
4120,4851,1,FAMILY
4851,3358,1,FAMILY
3358,3158,1,FAMILY
3125,4079,1,FAMILY
4079,3125,1,FAMILY
4436,4344,1,FAMILY
4344,4118,1,FAMILY
3822,4151,1,FAMILY
4151,3822,1,FAMILY
3653,4451,1,FAMILY
4451,3585,1,FAMILY
3585,3842,1,FAMILY
3842,3925,1,FAMILY
3925,4018,1,FAMILY
4018,3536,1,FAMILY
4048,3837,1,FAMILY
3540,3714,1,FAMILY
3714,3908,1,FAMILY
3908,3595,1,FAMILY
3595,4719,1,FAMILY
4719,3247,1,FAMILY
3170,3144,1,FAMILY
3144,3182,1,FAMILY
3182,3831,1,FAMILY
4158,3593,1,FAMILY
3593,3919,1,FAMILY
3919,3604,1,FAMILY
3204,3971,1,FAMILY
3971,3109,1,FAMILY
3109,3878,1,FAMILY
3878,3755,1,FAMILY
4168,3364,1,FAMILY
3364,4714,1,FAMILY
4367,2895,1,FAMILY
3787,3787,1,FAMILY
3787,4534,1,FAMILY
2886,3500,1,FAMILY
3500,3167,1,FAMILY
3167,3942,1,FAMILY
3942,2927,1,FAMILY
2927,2848,1,FAMILY
4556,4773,1,FAMILY
4773,3599,1,FAMILY
3599,3494,1,FAMILY
3494,3591,1,FAMILY
4536,4407,1,FAMILY
4407,2903,1,FAMILY
4293,3101,1,FAMILY
3101,4881,1,FAMILY
4881,4268,1,FAMILY
4268,4287,1,FAMILY
4287,4090,1,FAMILY
4090,3321,1,FAMILY
2951,3003,1,FAMILY
4124,4621,1,FAMILY
4621,2888,1,FAMILY
2897,3865,1,FAMILY
3865,2897,1,FAMILY
4519,3038,1,FAMILY
3038,4502,1,FAMILY
4281,2913,1,FAMILY
3392,4474,1,FAMILY
4474,3948,1,FAMILY
3948,4319,1,FAMILY
4031,3303,1,FAMILY
3303,4284,1,FAMILY
4284,2901,1,FAMILY
2901,3489,1,FAMILY
3489,2956,1,FAMILY
2956,3047,1,FAMILY
4804,4401,1,FAMILY
4401,3254,1,FAMILY
3254,3277,1,FAMILY
3277,3118,1,FAMILY
3118,4442,1,FAMILY
3749,4255,1,FAMILY
4255,4379,1,FAMILY
4146,4454,1,FAMILY
4454,3901,1,FAMILY
3901,3462,1,FAMILY
3622,3539,1,FAMILY
3539,3527,1,FAMILY
3527,4901,1,FAMILY
4547,4381,1,FAMILY
3711,4107,1,FAMILY
4107,4775,1,FAMILY
4775,3504,1,FAMILY
3504,3030,1,FAMILY
3030,4566,1,FAMILY
4566,3026,1,FAMILY
3664,4628,1,FAMILY
4628,3220,1,FAMILY
3220,3131,1,FAMILY
3131,4575,1,FAMILY
4138,3370,1,FAMILY
3370,4307,1,FAMILY
3928,4013,1,FAMILY
3605,3605,1,FAMILY
3605,3795,1,FAMILY
4176,4024,1,FAMILY
3278,3278,1,FAMILY
3278,4337,1,FAMILY
3275,3846,1,FAMILY
3350,3640,1,FAMILY
3640,4406,1,FAMILY
4406,4707,1,FAMILY
4707,3545,1,FAMILY
4610,3294,1,FAMILY
3294,3438,1,FAMILY
4737,3944,1,FAMILY
3944,4739,1,FAMILY
4739,3257,1,FAMILY
4704,3590,1,FAMILY
3590,3346,1,FAMILY
3346,4364,1,FAMILY
4364,3291,1,FAMILY
3291,3567,1,FAMILY
4396,4009,1,FAMILY
3428,4286,1,FAMILY
4286,3447,1,FAMILY
3447,3210,1,FAMILY
3210,3050,1,FAMILY
3050,3453,1,FAMILY
3453,3632,1,FAMILY
4469,3907,1,FAMILY
3907,4860,1,FAMILY
4860,3475,1,FAMILY
4870,4461,1,FAMILY
4461,4870,1,FAMILY
3819,4077,1,FAMILY
3197,3927,1,FAMILY
3927,4067,1,FAMILY
4067,4653,1,FAMILY
4637,3884,1,FAMILY
3884,4482,1,FAMILY
4482,3152,1,FAMILY
3152,4891,1,FAMILY
4891,3274,1,FAMILY
3274,4373,1,FAMILY
4373,4201,1,FAMILY
3757,4772,1,FAMILY
4853,4150,1,FAMILY
4150,4709,1,FAMILY
4709,4414,1,FAMILY
3139,3356,1,FAMILY
3356,4882,1,FAMILY
4882,3883,1,FAMILY
3883,4034,1,FAMILY
4841,4496,1,FAMILY
4496,3262,1,FAMILY
4647,3976,1,FAMILY
3976,3625,1,FAMILY
3625,2958,1,FAMILY
2958,4471,1,FAMILY
2914,4742,1,FAMILY
4742,4819,1,FAMILY
4819,3691,1,FAMILY
3691,4928,1,FAMILY
4928,4486,1,FAMILY
3126,4581,1,FAMILY
3634,3343,1,FAMILY
3343,3483,1,FAMILY
3483,4264,1,FAMILY
4264,4313,1,FAMILY
4761,4480,1,FAMILY
4480,3295,1,FAMILY
3295,4673,1,FAMILY
2925,3279,1,FAMILY
3279,2925,1,FAMILY
2925,4161,1,FAMILY
4398,3957,1,FAMILY
3957,4525,1,FAMILY
3163,3968,1,FAMILY
3968,3677,1,FAMILY
4717,3551,1,FAMILY
3551,4717,1,FAMILY
3926,3941,1,FAMILY
3941,3724,1,FAMILY
4866,4892,1,FAMILY
3969,3067,1,FAMILY
3067,3348,1,FAMILY
3348,4909,1,FAMILY
3490,4800,1,FAMILY
4800,4046,1,FAMILY
4611,3994,1,FAMILY
3994,4908,1,FAMILY
4908,3485,1,FAMILY
3485,3932,1,FAMILY
3932,3689,1,FAMILY
4411,3871,1,FAMILY
3871,3745,1,FAMILY
3745,3172,1,FAMILY
4911,3799,1,FAMILY
3799,4662,1,FAMILY
4662,3205,1,FAMILY
3205,4651,1,FAMILY
4555,3373,1,FAMILY
3373,3169,1,FAMILY
3764,4943,1,FAMILY
4943,3219,1,FAMILY
3219,3337,1,FAMILY
3337,4840,1,FAMILY
4840,3810,1,FAMILY
3810,3690,1,FAMILY
2999,4875,1,FAMILY
4875,4741,1,FAMILY
4741,4136,1,FAMILY
4025,3610,1,FAMILY
4299,3492,1,FAMILY
2977,3367,1,FAMILY
3367,4791,1,FAMILY
4791,4182,1,FAMILY
4182,4275,1,FAMILY
4275,4190,1,FAMILY
3418,4086,1,FAMILY
4086,4868,1,FAMILY
4868,4598,1,FAMILY
4598,3174,1,FAMILY
4052,3602,1,FAMILY
3602,4701,1,FAMILY
4701,3308,1,FAMILY
3308,3736,1,FAMILY
3736,2892,1,FAMILY
2892,4459,1,FAMILY
4796,4369,1,FAMILY
4369,3571,1,FAMILY
3571,3570,1,FAMILY
3570,3117,1,FAMILY
4838,4685,1,FAMILY
4685,4623,1,FAMILY
3686,3820,1,FAMILY
3820,3857,1,FAMILY
3857,2971,1,FAMILY
2971,4080,1,FAMILY
4080,4375,1,FAMILY
4236,3800,1,FAMILY
4197,3618,1,FAMILY
3618,4231,1,FAMILY
4231,4705,1,FAMILY
3441,3379,1,FAMILY
3379,3053,1,FAMILY
4177,4253,1,FAMILY
4253,3190,1,FAMILY
3190,3535,1,FAMILY
3535,3958,1,FAMILY
3958,3563,1,FAMILY
3563,3702,1,FAMILY
3702,3323,1,FAMILY
4655,4051,1,FAMILY
4051,4162,1,FAMILY
4162,3953,1,FAMILY
3953,4803,1,FAMILY
4803,3016,1,FAMILY
3493,3970,1,FAMILY
3970,4728,1,FAMILY
4728,4579,1,FAMILY
4579,2940,1,FAMILY
4332,4072,1,FAMILY
4072,3598,1,FAMILY
3598,3715,1,FAMILY
3111,3877,1,FAMILY
3877,3794,1,FAMILY
3794,3742,1,FAMILY
3742,4661,1,FAMILY
4661,2938,1,FAMILY
2938,3572,1,FAMILY
3996,2933,1,FAMILY
2933,3327,1,FAMILY
4700,4643,1,FAMILY
4643,4732,1,FAMILY
3484,3108,1,FAMILY
4601,4258,1,FAMILY
4258,4423,1,FAMILY
3803,3334,1,FAMILY
3334,4302,1,FAMILY
4302,3246,1,FAMILY
4667,4665,1,FAMILY
4665,3222,1,FAMILY
3222,4245,1,FAMILY
4245,3549,1,FAMILY
4743,3790,1,FAMILY
3790,4418,1,FAMILY
4418,2874,1,FAMILY
2874,4216,1,FAMILY
4216,3154,1,FAMILY
3154,4553,1,FAMILY
3719,4744,1,FAMILY
4744,4560,1,FAMILY
4560,3769,1,FAMILY
3769,4608,1,FAMILY
4608,4041,1,FAMILY
3470,4523,1,FAMILY
4523,2968,1,FAMILY
4338,3186,1,FAMILY
3186,3696,1,FAMILY
3696,2879,1,FAMILY
2879,3656,1,FAMILY
3699,3759,1,FAMILY
3759,3234,1,FAMILY
3234,4876,1,FAMILY
3390,3643,1,FAMILY
3643,3091,1,FAMILY
3256,3596,1,FAMILY
3596,2994,1,FAMILY
2994,3010,1,FAMILY
3010,3406,1,FAMILY
3406,3477,1,FAMILY
3477,3431,1,FAMILY
4377,3444,1,FAMILY
2905,3145,1,FAMILY
3145,4002,1,FAMILY
4002,4153,1,FAMILY
4746,4624,1,FAMILY
4624,4061,1,FAMILY
4061,4674,1,FAMILY
4674,2861,1,FAMILY
3046,4861,1,FAMILY
4861,4000,1,FAMILY
4217,3753,1,FAMILY
3753,4217,1,FAMILY
4774,3312,1,FAMILY
3312,3568,1,FAMILY
3568,4188,1,FAMILY
4513,4353,1,FAMILY
4353,4191,1,FAMILY
4191,4160,1,FAMILY
4160,3655,1,FAMILY
3655,3200,1,FAMILY
3200,3159,1,FAMILY
3034,4045,1,FAMILY
4045,3081,1,FAMILY
4738,3861,1,FAMILY
3861,2852,1,FAMILY
2852,3631,1,FAMILY
3631,4093,1,FAMILY
4093,3416,1,FAMILY
4386,4584,1,FAMILY
4584,4267,1,FAMILY
4267,2902,1,FAMILY
2902,4591,1,FAMILY
2959,3176,1,FAMILY
3176,3818,1,FAMILY
3818,4834,1,FAMILY
4458,3314,1,FAMILY
4325,3576,1,FAMILY
3729,4900,1,FAMILY
4900,4703,1,FAMILY
4703,3511,1,FAMILY
3511,3124,1,FAMILY
2863,4713,1,FAMILY
3448,4506,1,FAMILY
4506,4346,1,FAMILY
4346,4174,1,FAMILY
4174,4356,1,FAMILY
4356,3404,1,FAMILY
3404,4508,1,FAMILY
3747,4390,1,FAMILY
4390,3035,1,FAMILY
3035,3988,1,FAMILY
3748,3902,1,FAMILY
3902,3978,1,FAMILY
4388,3098,1,FAMILY
3098,4037,1,FAMILY
4037,2998,1,FAMILY
2998,3077,1,FAMILY
3077,4817,1,FAMILY
4848,4057,1,FAMILY
4057,3304,1,FAMILY
3304,2962,1,FAMILY
2962,3296,1,FAMILY
3173,4004,1,FAMILY
4004,4467,1,FAMILY
4467,3113,1,FAMILY
3113,4243,1,FAMILY
4243,4206,1,FAMILY
4206,4242,1,FAMILY
4865,4764,1,FAMILY
4764,2991,1,FAMILY
2991,4857,1,FAMILY
4857,4020,1,FAMILY
4606,3961,1,FAMILY
3961,3983,1,FAMILY
4265,4070,1,FAMILY
4070,4916,1,FAMILY
4916,4237,1,FAMILY
4237,4421,1,FAMILY
4421,3828,1,FAMILY
3496,3649,1,FAMILY
3649,3316,1,FAMILY
3316,3496,1,FAMILY
4622,4371,1,FAMILY
4371,4198,1,FAMILY
4198,4320,1,FAMILY
4929,4433,1,FAMILY
4432,3342,1,FAMILY
3342,4053,1,FAMILY
4053,3804,1,FAMILY
3804,3975,1,FAMILY
4933,4288,1,FAMILY
4288,3378,1,FAMILY
3378,3096,1,FAMILY
3096,4540,1,FAMILY
4540,3129,1,FAMILY
3129,3239,1,FAMILY
2969,3881,1,FAMILY
3881,4847,1,FAMILY
4847,4147,1,FAMILY
3366,3079,1,FAMILY
4886,4317,1,FAMILY
4317,4578,1,FAMILY
4578,3516,1,FAMILY
3516,3985,1,FAMILY
3985,3280,1,FAMILY
4393,3874,1,FAMILY
3874,4516,1,FAMILY
4516,4541,1,FAMILY
4541,4440,1,FAMILY
4468,3384,1,FAMILY
3384,3808,1,FAMILY
3808,3644,1,FAMILY
3060,4413,1,FAMILY
4413,4383,1,FAMILY
4383,3776,1,FAMILY
3776,4175,1,FAMILY
4175,3946,1,FAMILY
3946,4017,1,FAMILY
3904,3652,1,FAMILY
3652,3841,1,FAMILY
4142,4568,1,FAMILY
4183,2966,1,FAMILY
2966,3398,1,FAMILY
3398,4094,1,FAMILY
4094,3766,1,FAMILY
3216,4657,1,FAMILY
4657,3674,1,FAMILY
3674,3194,1,FAMILY
4619,3964,1,FAMILY
3964,4308,1,FAMILY
4308,3455,1,FAMILY
3455,3354,1,FAMILY
4019,4710,1,FAMILY
4635,3783,1,FAMILY
3783,4011,1,FAMILY
3703,4863,1,FAMILY
4863,4822,1,FAMILY
4822,4239,1,FAMILY
4239,3718,1,FAMILY
3718,3603,1,FAMILY
3603,4509,1,FAMILY
3473,4797,1,FAMILY
4797,4706,1,FAMILY
4706,4189,1,FAMILY
4189,4589,1,FAMILY
4589,3823,1,FAMILY
3823,2947,1,FAMILY
4026,4895,1,FAMILY
4500,3671,1,FAMILY
3671,4476,1,FAMILY
4476,3322,1,FAMILY
3322,3251,1,FAMILY
4359,2916,1,FAMILY
2916,4795,1,FAMILY
4924,4394,1,FAMILY
4394,3844,1,FAMILY
3844,3850,1,FAMILY
4605,3299,1,FAMILY
4683,3001,1,FAMILY
3001,4278,1,FAMILY
3203,4699,1,FAMILY
4699,3203,1,FAMILY
4483,3288,1,FAMILY
3288,4818,1,FAMILY
3523,4693,1,FAMILY
4604,2876,1,FAMILY
2876,4250,1,FAMILY
4250,2868,1,FAMILY
4438,3330,1,FAMILY
3330,3812,1,FAMILY
3812,4443,1,FAMILY
4443,3509,1,FAMILY
3509,3333,1,FAMILY
2954,3419,1,FAMILY
3864,3393,1,FAMILY
3393,3847,1,FAMILY
3847,3339,1,FAMILY
3339,4014,1,FAMILY
4194,4688,1,FAMILY
4688,3498,1,FAMILY
3534,3560,1,FAMILY
3560,4044,1,FAMILY
4044,4185,1,FAMILY
3265,3738,1,FAMILY
3738,2981,1,FAMILY
2981,3684,1,FAMILY
3684,2973,1,FAMILY
2973,4200,1,FAMILY
4200,3546,1,FAMILY
4755,4123,1,FAMILY
4123,4613,1,FAMILY
4613,4889,1,FAMILY
4889,3408,1,FAMILY
3128,2923,1,FAMILY
2923,3705,1,FAMILY
3705,2851,1,FAMILY
2858,4285,1,FAMILY
4285,3741,1,FAMILY
3741,3829,1,FAMILY
3829,3084,1,FAMILY
3084,4592,1,FAMILY
4592,4836,1,FAMILY
4836,2932,1,FAMILY
3688,3150,1,FAMILY
3150,4695,1,FAMILY
3271,3464,1,FAMILY
4855,4697,1,FAMILY
4697,4684,1,FAMILY
3811,2983,1,FAMILY
2983,3811,1,FAMILY
3782,3882,1,FAMILY
3882,3782,1,FAMILY
4842,4060,1,FAMILY
4642,2919,1,FAMILY
2919,4615,1,FAMILY
4615,3566,1,FAMILY
3161,4240,1,FAMILY
4240,4376,1,FAMILY
4376,4678,1,FAMILY
4678,4303,1,FAMILY
4303,4066,1,FAMILY
4066,3119,1,FAMILY
3409,4826,1,FAMILY
4826,3409,1,FAMILY
4380,4187,1,FAMILY
4187,4241,1,FAMILY
4241,3859,1,FAMILY
3859,3099,1,FAMILY
4716,2900,1,FAMILY
3788,4437,1,FAMILY
4437,3752,1,FAMILY
3752,4687,1,FAMILY
4687,3248,1,FAMILY
3248,4488,1,FAMILY
4871,3068,1,FAMILY
3068,2926,1,FAMILY
2926,4729,1,FAMILY
4729,3000,1,FAMILY
4297,4202,1,FAMILY
4202,3352,1,FAMILY
3352,4884,1,FAMILY
3156,4753,1,FAMILY
4753,3626,1,FAMILY
3626,3920,1,FAMILY
3920,3281,1,FAMILY
3018,3645,1,FAMILY
3645,4279,1,FAMILY
3252,3530,1,FAMILY
3530,3780,1,FAMILY
3780,4632,1,FAMILY
4632,4927,1,FAMILY
4927,3481,1,FAMILY
3481,3136,1,FAMILY
4022,3282,1,FAMILY
2943,2872,1,FAMILY
2872,3716,1,FAMILY
3611,4058,1,FAMILY
3457,4734,1,FAMILY
4145,4129,1,FAMILY
